order_id,product,client_id,order_date,money_spent
188,a,33,2017-03-20,4.09
188,a,33,2017-03-20,87.99
188,b,33,2017-03-20,102.93
189,a,427,2017-04-05,145.74
189,c,427,2017-04-05,35.57
189,c,427,2017-04-05,10.44
189,a,427,2017-04-05,40.21
190,a,49,2017-04-07,137.33
190,c,49,2017-04-07,97.59
190,a,49,2017-04-07,137.85
191,c,200,2017-02-07,80.86
191,b,200,2017-02-07,15.8
191,a,200,2017-02-07,50.68
191,b,200,2017-02-07,70.26
191,a,200,2017-02-07,133.14
191,b,200,2017-02-07,111.43
192,b,370,2017-01-15,98.48
192,a,370,2017-01-15,59.16
192,c,370,2017-01-15,98.23
192,a,370,2017-01-15,87.43
192,b,370,2017-01-15,25.92
192,a,370,2017-01-15,10.38
192,a,370,2017-01-15,281.69
193,a,23,2017-03-29,90.26
193,a,23,2017-03-29,71.49
193,a,23,2017-03-29,87.16
194,b,267,2017-02-11,5.03
194,b,267,2017-02-11,236.49
194,b,267,2017-02-11,9.27
194,a,267,2017-02-11,682.79
194,a,267,2017-02-11,0.24
194,a,267,2017-02-11,12.17
194,c,267,2017-02-11,395.79
194,a,267,2017-02-11,58.19
195,a,293,2017-01-29,114.23
195,a,293,2017-01-29,49.76
195,a,293,2017-01-29,92.26
195,a,293,2017-01-29,39.8
196,a,474,2017-01-02,182.2
196,a,474,2017-01-02,53.12
197,a,437,2017-01-10,144.33
197,b,437,2017-01-10,65.5
197,a,437,2017-01-10,19.28
198,a,287,2017-01-25,113.89
198,b,287,2017-01-25,142.33
198,a,287,2017-01-25,57.77
198,a,287,2017-01-25,123.47
198,c,287,2017-01-25,46.91
199,a,554,2017-02-16,243.54
199,a,554,2017-02-16,30.47
199,a,554,2017-02-16,18.82
199,c,554,2017-02-16,51.52
199,a,554,2017-02-16,123.74
199,a,554,2017-02-16,134.44
200,c,179,2017-01-10,58.51
200,a,179,2017-01-10,361.51
201,a,461,2017-01-27,62.74
201,b,461,2017-01-27,181.79
201,a,461,2017-01-27,64.29
201,a,461,2017-01-27,43.95
201,b,461,2017-01-27,52.89
202,a,113,2017-01-30,9.46
202,a,113,2017-01-30,106.16
202,a,113,2017-01-30,154.33
202,b,113,2017-01-30,19.75
202,a,113,2017-01-30,246.29
202,a,113,2017-01-30,85.78
202,a,113,2017-01-30,16.86
203,b,392,2017-03-08,115.2
203,a,392,2017-03-08,56.83
203,b,392,2017-03-08,140.45
203,b,392,2017-03-08,87.31
203,a,392,2017-03-08,50.16
203,c,392,2017-03-08,146.84
203,b,392,2017-03-08,37.89
204,c,23,2017-03-24,31.67
204,b,23,2017-03-24,206.47
204,a,23,2017-03-24,84.23
204,c,23,2017-03-24,4.55
204,a,23,2017-03-24,61.39
204,b,23,2017-03-24,84.21
205,b,551,2017-04-09,16.92
205,a,551,2017-04-09,117.66
206,a,49,2017-02-04,170.28
206,a,49,2017-02-04,87.26
206,a,49,2017-02-04,157.22
207,b,145,2017-03-14,236.94
207,a,145,2017-03-14,15.54
208,a,354,2017-01-11,171.96
208,a,354,2017-01-11,13.16
208,a,354,2017-01-11,94.8
209,b,539,2017-04-06,403.14
209,a,539,2017-04-06,102.85
209,b,539,2017-04-06,15.71
209,a,539,2017-04-06,129.38
209,b,539,2017-04-06,103.49
209,a,539,2017-04-06,89.34
210,a,31,2017-03-27,216.09
210,a,31,2017-03-27,19.06
210,b,31,2017-03-27,11.02
210,c,31,2017-03-27,27.3
210,a,31,2017-03-27,19.31
210,b,31,2017-03-27,90.49
210,b,31,2017-03-27,21.78
211,a,262,2017-03-23,56.37
211,a,262,2017-03-23,71.88
211,a,262,2017-03-23,64.65
212,a,220,2017-02-02,5.08
212,c,220,2017-02-02,39.42
212,c,220,2017-02-02,96.43
213,c,164,2017-01-28,22.1
213,a,164,2017-01-28,5.5
213,a,164,2017-01-28,98.66
213,c,164,2017-01-28,99.58
213,b,164,2017-01-28,17.46
213,b,164,2017-01-28,47.21
214,c,62,2017-03-01,125.26
214,a,62,2017-03-01,29.12
214,a,62,2017-03-01,182.17
214,b,62,2017-03-01,81.9
214,a,62,2017-03-01,52.97
214,c,62,2017-03-01,14.99
214,a,62,2017-03-01,43.6
215,b,203,2017-04-06,10.59
215,a,203,2017-04-06,54.69
215,a,203,2017-04-06,66.6
216,b,188,2017-04-06,89.91
216,a,188,2017-04-06,212.24
217,b,524,2017-04-05,36.32
217,b,524,2017-04-05,90.44
217,a,524,2017-04-05,46.15
217,a,524,2017-04-05,155.58
218,b,220,2017-02-14,30.27
218,a,220,2017-02-14,40.71
218,a,220,2017-02-14,112.48
218,b,220,2017-02-14,106.59
218,b,220,2017-02-14,165.04
218,b,220,2017-02-14,110.7
219,b,299,2017-01-17,19.43
219,a,299,2017-01-17,115.09
219,a,299,2017-01-17,90.03
220,b,185,2017-03-13,166.96
220,a,185,2017-03-13,24.01
220,a,185,2017-03-13,37.67
220,a,185,2017-03-13,154.47
220,b,185,2017-03-13,192.25
220,b,185,2017-03-13,4.62
220,a,185,2017-03-13,96.27
220,a,185,2017-03-13,177.73
221,a,426,2017-01-20,382.47
221,a,426,2017-01-20,50.27
222,a,290,2017-03-03,0.44
222,b,290,2017-03-03,1.45
222,c,290,2017-03-03,29.31
222,b,290,2017-03-03,387.87
222,b,290,2017-03-03,53.51
223,a,545,2017-02-01,69.9
223,c,545,2017-02-01,3.25
223,c,545,2017-02-01,43.14
223,a,545,2017-02-01,22.13
223,b,545,2017-02-01,171.22
224,c,338,2017-04-02,47.89
224,b,338,2017-04-02,42.27
224,b,338,2017-04-02,120.17
224,c,338,2017-04-02,33.84
224,c,338,2017-04-02,411.11
224,b,338,2017-04-02,95.16
225,a,531,2017-04-03,32.75
225,b,531,2017-04-03,145.18
225,a,531,2017-04-03,223.85
226,c,313,2017-04-01,106.6
227,a,214,2017-03-28,46.96
227,c,214,2017-03-28,179.58
227,a,214,2017-03-28,170.24
227,a,214,2017-03-28,230.94
227,a,214,2017-03-28,12.74
227,a,214,2017-03-28,168.08
228,c,459,2017-01-02,92.96
228,c,459,2017-01-02,184.58
228,a,459,2017-01-02,55.32
228,a,459,2017-01-02,102.83
228,c,459,2017-01-02,34.35
229,c,188,2017-04-09,22.69
229,a,188,2017-04-09,56.64
229,a,188,2017-04-09,102.07
229,a,188,2017-04-09,15.2
229,a,188,2017-04-09,221.14
230,a,507,2017-01-02,113.2
230,a,507,2017-01-02,41.48
230,a,507,2017-01-02,390.29
230,b,507,2017-01-02,124.1
230,b,507,2017-01-02,21.03
231,a,163,2017-03-14,92.1
231,b,163,2017-03-14,242.13
231,a,163,2017-03-14,192.38
231,a,163,2017-03-14,118.14
231,b,163,2017-03-14,156.21
231,a,163,2017-03-14,63.84
231,b,163,2017-03-14,4.15
231,a,163,2017-03-14,79.79
231,a,163,2017-03-14,197.71
232,a,548,2017-04-10,79.86
232,a,548,2017-04-10,110.55
232,a,548,2017-04-10,25.55
232,a,548,2017-04-10,117.46
232,a,548,2017-04-10,76.03
232,a,548,2017-04-10,104.18
232,a,548,2017-04-10,452.14
233,b,289,2017-03-10,65.44
233,a,289,2017-03-10,21.64
233,b,289,2017-03-10,127.09
233,b,289,2017-03-10,205.99
233,a,289,2017-03-10,317.9
234,b,336,2017-02-27,88.4
234,b,336,2017-02-27,56.03
234,a,336,2017-02-27,14.22
234,b,336,2017-02-27,66.72
234,a,336,2017-02-27,41.31
234,c,336,2017-02-27,49.9
235,a,169,2017-04-06,26.66
235,c,169,2017-04-06,30.74
235,b,169,2017-04-06,237.33
235,a,169,2017-04-06,277.12
235,c,169,2017-04-06,54.53
235,a,169,2017-04-06,28.98
236,a,433,2017-01-13,24.26
236,a,433,2017-01-13,60.07
236,a,433,2017-01-13,169.78
236,a,433,2017-01-13,26.76
236,a,433,2017-01-13,11.39
236,a,433,2017-01-13,67.86
237,a,35,2017-01-23,206.28
237,b,35,2017-01-23,1.84
237,b,35,2017-01-23,133.87
237,b,35,2017-01-23,5.29
239,a,458,2017-01-26,7.41
239,a,458,2017-01-26,166.2
239,a,458,2017-01-26,59.56
239,a,458,2017-01-26,39.38
239,a,458,2017-01-26,4.31
239,a,458,2017-01-26,17.3
240,a,19,2017-02-18,234.51
240,b,19,2017-02-18,35.51
240,a,19,2017-02-18,73.49
240,c,19,2017-02-18,43.27
240,c,19,2017-02-18,219.08
241,b,494,2017-04-10,112.6
241,b,494,2017-04-10,47.58
241,a,494,2017-04-10,123.61
242,b,112,2017-01-23,78.22
242,a,112,2017-01-23,22.37
242,b,112,2017-01-23,88.14
243,c,124,2017-01-14,140.71
243,a,124,2017-01-14,253.01
243,b,124,2017-01-14,407.76
243,a,124,2017-01-14,34.71
243,a,124,2017-01-14,90.71
244,b,254,2017-02-10,28.55
244,a,254,2017-02-10,163.49
244,c,254,2017-02-10,118.07
244,c,254,2017-02-10,157.75
244,c,254,2017-02-10,58.26
244,a,254,2017-02-10,9.9
244,a,254,2017-02-10,33.67
244,a,254,2017-02-10,56.46
245,a,323,2017-02-20,214.64
245,a,323,2017-02-20,0.21
245,c,323,2017-02-20,4.16
245,a,323,2017-02-20,104.77
246,a,447,2017-02-12,57.1
246,a,447,2017-02-12,259.18
246,c,447,2017-02-12,56.69
246,a,447,2017-02-12,390.75
246,b,447,2017-02-12,118.37
247,c,234,2017-02-10,39.74
247,b,234,2017-02-10,140.54
247,a,234,2017-02-10,31.78
247,a,234,2017-02-10,45.42
248,b,196,2017-03-26,142.2
248,a,196,2017-03-26,22.09
248,a,196,2017-03-26,20.14
248,a,196,2017-03-26,86.6
248,b,196,2017-03-26,108.98
248,a,196,2017-03-26,81.11
248,b,196,2017-03-26,124.68
248,a,196,2017-03-26,14.32
249,c,80,2017-02-17,58.99
249,a,80,2017-02-17,51.53
249,c,80,2017-02-17,310.12
249,b,80,2017-02-17,203.91
250,b,264,2017-01-02,39.12
250,c,264,2017-01-02,14.58
250,a,264,2017-01-02,70.44
251,a,555,2017-02-08,37.41
251,a,555,2017-02-08,84.68
251,a,555,2017-02-08,245.55
252,b,225,2017-01-30,18.61
252,a,225,2017-01-30,74.88
252,b,225,2017-01-30,127.74
252,b,225,2017-01-30,3.21
253,a,279,2017-03-02,11.29
253,a,279,2017-03-02,5.58
254,a,103,2017-02-10,116.86
255,a,394,2017-03-19,49.81
255,a,394,2017-03-19,107.51
256,a,86,2017-02-24,50.92
256,a,86,2017-02-24,270.37
256,a,86,2017-02-24,205.92
257,a,214,2017-01-17,115.99
257,a,214,2017-01-17,9.4
257,a,214,2017-01-17,153.3
257,a,214,2017-01-17,95.46
257,a,214,2017-01-17,208.81
257,a,214,2017-01-17,283.62
258,c,73,2017-02-19,200.67
258,a,73,2017-02-19,104.75
258,a,73,2017-02-19,82.4
258,a,73,2017-02-19,82.48
259,b,544,2017-02-15,314.12
259,b,544,2017-02-15,37.94
259,a,544,2017-02-15,96.35
259,b,544,2017-02-15,7.91
259,c,544,2017-02-15,41.72
260,b,66,2017-03-27,147.89
260,a,66,2017-03-27,164.17
260,b,66,2017-03-27,42.63
260,c,66,2017-03-27,2.27
260,a,66,2017-03-27,9.94
261,c,313,2017-01-08,59.13
261,a,313,2017-01-08,81.3
262,a,241,2017-04-04,259.34
262,b,241,2017-04-04,77.11
262,a,241,2017-04-04,22.93
262,a,241,2017-04-04,130.56
263,a,268,2017-01-28,140.37
263,b,268,2017-01-28,265.54
264,b,334,2017-03-06,48.31
264,a,334,2017-03-06,42.39
264,a,334,2017-03-06,23.3
264,a,334,2017-03-06,51.8
264,c,334,2017-03-06,72.43
264,a,334,2017-03-06,5.39
265,a,164,2017-01-07,109.88
265,c,164,2017-01-07,79.1
265,a,164,2017-01-07,402.8
265,a,164,2017-01-07,200.93
265,a,164,2017-01-07,74.93
265,a,164,2017-01-07,17.83
265,c,164,2017-01-07,143.69
266,a,107,2017-02-09,31.05
266,a,107,2017-02-09,51.6
266,c,107,2017-02-09,23.04
266,a,107,2017-02-09,95.15
266,b,107,2017-02-09,77.35
267,b,163,2017-01-11,94
267,a,163,2017-01-11,5.43
267,b,163,2017-01-11,176.87
267,a,163,2017-01-11,58.4
268,a,9,2017-02-11,43.69
268,a,9,2017-02-11,44.55
268,c,9,2017-02-11,90.04
268,a,9,2017-02-11,202.68
269,c,274,2017-03-19,59.27
269,a,274,2017-03-19,163.14
269,c,274,2017-03-19,30.77
269,a,274,2017-03-19,49.35
269,c,274,2017-03-19,14.4
270,a,62,2017-02-22,141.41
270,a,62,2017-02-22,112.62
270,b,62,2017-02-22,114.91
270,a,62,2017-02-22,109.82
270,c,62,2017-02-22,45.31
271,b,69,2017-02-13,73.13
271,a,69,2017-02-13,172.49
271,b,69,2017-02-13,24.84
272,b,413,2017-02-04,95.94
272,b,413,2017-02-04,12.64
272,a,413,2017-02-04,79.53
272,a,413,2017-02-04,19.9
272,a,413,2017-02-04,46.98
272,b,413,2017-02-04,131.38
273,a,490,2017-01-04,221.02
273,a,490,2017-01-04,5.83
274,a,174,2017-04-09,15.12
274,a,174,2017-04-09,263.73
274,b,174,2017-04-09,10.25
274,b,174,2017-04-09,61.68
274,b,174,2017-04-09,11.75
274,b,174,2017-04-09,107.61
275,a,271,2017-03-04,267.75
275,a,271,2017-03-04,155.89
275,a,271,2017-03-04,15.16
275,b,271,2017-03-04,29.16
275,a,271,2017-03-04,60.47
275,a,271,2017-03-04,12.86
275,a,271,2017-03-04,15.14
275,a,271,2017-03-04,79.39
275,a,271,2017-03-04,127.8
276,a,110,2017-01-03,170.9
276,c,110,2017-01-03,30.67
276,b,110,2017-01-03,158.65
276,b,110,2017-01-03,204.81
276,a,110,2017-01-03,331.41
277,a,98,2017-01-02,91.38
277,a,98,2017-01-02,36.92
278,b,274,2017-02-15,10.88
278,a,274,2017-02-15,60.92
278,a,274,2017-02-15,7.62
278,a,274,2017-02-15,49.61
279,b,373,2017-02-27,21.93
279,b,373,2017-02-27,172.68
279,b,373,2017-02-27,38.08
279,a,373,2017-02-27,94.77
280,c,475,2017-03-06,41.71
280,b,475,2017-03-06,121.56
280,a,475,2017-03-06,119.32
281,c,192,2017-01-07,86.64
281,a,192,2017-01-07,151.23
281,a,192,2017-01-07,154.85
282,c,221,2017-02-11,184.82
282,a,221,2017-02-11,74.16
282,a,221,2017-02-11,46.67
283,a,203,2017-04-11,10.71
283,a,203,2017-04-11,84.73
283,a,203,2017-04-11,202.82
283,c,203,2017-04-11,156.29
283,a,203,2017-04-11,147.37
284,a,192,2017-01-21,15.1
284,a,192,2017-01-21,44
284,a,192,2017-01-21,8.99
284,a,192,2017-01-21,445.46
284,c,192,2017-01-21,11.37
285,b,278,2017-02-05,258.79
285,a,278,2017-02-05,13.75
285,a,278,2017-02-05,72.41
285,a,278,2017-02-05,235.63
286,a,18,2017-02-14,105.55
286,a,18,2017-02-14,38.98
287,a,60,2017-03-14,41.45
287,b,60,2017-03-14,30.55
287,c,60,2017-03-14,374.14
288,a,75,2017-01-30,125.79
288,b,75,2017-01-30,56.47
288,b,75,2017-01-30,82.59
289,b,204,2017-01-24,7.83
289,c,204,2017-01-24,20.61
289,b,204,2017-01-24,579.02
289,a,204,2017-01-24,186.11
289,a,204,2017-01-24,35.18
289,c,204,2017-01-24,225.07
289,a,204,2017-01-24,136.03
289,b,204,2017-01-24,15.6
290,a,224,2017-01-18,332.61
290,b,224,2017-01-18,8.91
290,a,224,2017-01-18,9.22
291,b,445,2017-03-24,57.82
291,b,445,2017-03-24,37.86
291,a,445,2017-03-24,8.39
292,a,167,2017-03-14,29.96
292,b,167,2017-03-14,34.5
292,a,167,2017-03-14,312.51
292,a,167,2017-03-14,26.18
292,b,167,2017-03-14,12.98
293,a,173,2017-01-17,42.39
294,a,553,2017-02-09,1.62
294,b,553,2017-02-09,7.1
294,c,553,2017-02-09,91.71
295,b,332,2017-03-25,202.07
295,a,332,2017-03-25,10.21
295,b,332,2017-03-25,232.94
295,b,332,2017-03-25,329.36
295,a,332,2017-03-25,88.36
295,a,332,2017-03-25,0.99
295,a,332,2017-03-25,50.28
296,b,38,2017-02-08,180.91
296,a,38,2017-02-08,11.41
296,b,38,2017-02-08,82.21
296,a,38,2017-02-08,132.27
297,c,173,2017-01-28,123.35
297,a,173,2017-01-28,4.06
298,b,207,2017-01-08,81.44
298,a,207,2017-01-08,107.08
298,a,207,2017-01-08,91.66
299,a,89,2017-02-17,62.03
299,a,89,2017-02-17,35.95
299,b,89,2017-02-17,135.48
299,a,89,2017-02-17,13.44
299,b,89,2017-02-17,133.36
300,c,230,2017-01-16,110.18
300,a,230,2017-01-16,9.06
300,c,230,2017-01-16,66.98
300,c,230,2017-01-16,19.23
301,a,310,2017-04-04,32.57
301,b,310,2017-04-04,0.02
301,a,310,2017-04-04,59.27
301,b,310,2017-04-04,171.52
302,a,184,2017-01-31,8.11
303,a,17,2017-02-15,369.37
303,a,17,2017-02-15,55.71
303,b,17,2017-02-15,16.02
303,a,17,2017-02-15,243.11
303,b,17,2017-02-15,78.44
305,a,485,2017-01-31,91.27
305,a,485,2017-01-31,70.4
305,b,485,2017-01-31,22.96
306,a,203,2017-01-08,255.85
306,b,203,2017-01-08,134.24
306,a,203,2017-01-08,7.21
307,a,416,2017-02-11,8.51
307,c,416,2017-02-11,141.56
307,a,416,2017-02-11,6.63
307,a,416,2017-02-11,282.9
308,c,183,2017-02-17,190.3
308,b,183,2017-02-17,53.05
308,a,183,2017-02-17,0.31
308,a,183,2017-02-17,132.79
309,a,154,2017-03-22,303.38
309,c,154,2017-03-22,153.92
309,b,154,2017-03-22,42.08
309,b,154,2017-03-22,8.19
309,a,154,2017-03-22,153.32
310,a,60,2017-01-22,406.71
310,a,60,2017-01-22,277.36
310,a,60,2017-01-22,19.68
310,c,60,2017-01-22,80.83
311,a,212,2017-01-08,102
311,a,212,2017-01-08,39.74
311,a,212,2017-01-08,104.67
311,b,212,2017-01-08,45.92
311,a,212,2017-01-08,193.65
312,c,245,2017-01-11,170.96
312,a,245,2017-01-11,249.12
312,a,245,2017-01-11,51.43
312,b,245,2017-01-11,105.79
312,a,245,2017-01-11,124.63
313,c,334,2017-02-05,89.23
313,b,334,2017-02-05,157.39
313,c,334,2017-02-05,0.29
313,c,334,2017-02-05,99.16
313,a,334,2017-02-05,89.53
313,a,334,2017-02-05,29.45
313,b,334,2017-02-05,135.49
313,a,334,2017-02-05,156.98
313,b,334,2017-02-05,56.86
314,a,351,2017-03-03,5.66
314,a,351,2017-03-03,239.91
314,b,351,2017-03-03,48.72
315,a,233,2017-02-20,37.74
315,a,233,2017-02-20,94.63
315,b,233,2017-02-20,239.88
315,a,233,2017-02-20,33.19
315,b,233,2017-02-20,42.81
315,a,233,2017-02-20,74.36
316,c,376,2017-02-18,235.1
316,c,376,2017-02-18,184.18
316,b,376,2017-02-18,36.19
316,c,376,2017-02-18,162.81
316,a,376,2017-02-18,93.6
316,a,376,2017-02-18,5.85
316,b,376,2017-02-18,131.7
316,a,376,2017-02-18,2.88
317,b,266,2017-02-23,40
318,a,119,2017-03-20,201.89
318,a,119,2017-03-20,24.95
319,a,352,2017-02-05,119.7
319,c,352,2017-02-05,102.48
320,a,6,2017-02-05,36.42
320,a,6,2017-02-05,53.93
320,c,6,2017-02-05,117.71
320,a,6,2017-02-05,31.21
321,a,207,2017-02-11,180.88
321,a,207,2017-02-11,290.39
321,c,207,2017-02-11,45.16
321,b,207,2017-02-11,73.61
321,a,207,2017-02-11,55.9
322,a,130,2017-01-24,33.83
322,c,130,2017-01-24,91.78
322,a,130,2017-01-24,43.21
322,b,130,2017-01-24,12.61
322,a,130,2017-01-24,50.92
323,b,179,2017-01-31,47.19
323,b,179,2017-01-31,228.64
323,a,179,2017-01-31,210.21
323,a,179,2017-01-31,132.26
324,a,478,2017-02-07,145.52
324,b,478,2017-02-07,76.03
324,a,478,2017-02-07,41.6
324,a,478,2017-02-07,613.25
324,b,478,2017-02-07,8.12
324,a,478,2017-02-07,20.75
325,a,20,2017-02-18,165.55
325,a,20,2017-02-18,128.66
325,a,20,2017-02-18,60.69
326,b,515,2017-02-03,95.72
327,b,551,2017-01-28,24.6
327,c,551,2017-01-28,232.79
327,a,551,2017-01-28,38.25
328,a,550,2017-02-03,112.14
328,a,550,2017-02-03,42.55
328,a,550,2017-02-03,62.26
328,a,550,2017-02-03,151.3
328,a,550,2017-02-03,21.39
328,c,550,2017-02-03,105.74
328,a,550,2017-02-03,75.2
328,a,550,2017-02-03,31.7
329,a,217,2017-02-25,17.12
329,a,217,2017-02-25,199.86
330,b,472,2017-03-28,18.45
330,a,472,2017-03-28,73.73
330,a,472,2017-03-28,44.31
330,b,472,2017-03-28,310.11
331,b,198,2017-02-16,35.49
331,a,198,2017-02-16,5.73
331,b,198,2017-02-16,35.59
331,b,198,2017-02-16,61.65
332,c,384,2017-02-16,268.04
332,a,384,2017-02-16,77.77
332,a,384,2017-02-16,0.89
332,a,384,2017-02-16,100.86
332,a,384,2017-02-16,81.12
333,b,543,2017-03-14,216.21
333,a,543,2017-03-14,51.39
333,b,543,2017-03-14,52.44
333,a,543,2017-03-14,9.36
334,a,516,2017-01-04,75.51
334,c,516,2017-01-04,1.5
334,b,516,2017-01-04,138.09
334,a,516,2017-01-04,43.07
335,a,493,2017-02-12,76.99
335,c,493,2017-02-12,330.6
335,a,493,2017-02-12,148.25
335,a,493,2017-02-12,252.62
336,b,31,2017-02-15,138.31
336,a,31,2017-02-15,99.87
337,b,156,2017-01-25,104.76
337,a,156,2017-01-25,127.31
337,c,156,2017-01-25,38.48
338,a,473,2017-04-09,55.97
338,a,473,2017-04-09,127.37
338,a,473,2017-04-09,6.58
338,a,473,2017-04-09,224.65
338,a,473,2017-04-09,38.21
338,a,473,2017-04-09,50.46
339,a,521,2017-02-16,17.12
339,b,521,2017-02-16,155.58
339,a,521,2017-02-16,58.13
339,a,521,2017-02-16,57.2
339,a,521,2017-02-16,7.63
340,a,244,2017-01-16,92.47
340,c,244,2017-01-16,68.42
340,a,244,2017-01-16,41.74
340,b,244,2017-01-16,7.46
340,b,244,2017-01-16,57.54
341,b,254,2017-03-18,154.39
341,a,254,2017-03-18,93.42
341,b,254,2017-03-18,382.45
341,a,254,2017-03-18,39.09
341,b,254,2017-03-18,19.97
341,a,254,2017-03-18,59.49
342,a,347,2017-04-01,122.79
342,a,347,2017-04-01,22.37
342,b,347,2017-04-01,34.92
343,c,439,2017-01-06,61.88
343,c,439,2017-01-06,47.09
343,a,439,2017-01-06,75.45
343,c,439,2017-01-06,86.81
343,c,439,2017-01-06,175.9
343,a,439,2017-01-06,273.56
344,b,134,2017-03-06,14.14
344,c,134,2017-03-06,57.7
344,a,134,2017-03-06,59.12
344,a,134,2017-03-06,192.68
344,a,134,2017-03-06,49.15
345,a,146,2017-04-07,85.85
345,c,146,2017-04-07,143.89
346,c,440,2017-01-03,740.68
346,c,440,2017-01-03,145.71
346,a,440,2017-01-03,37.54
346,b,440,2017-01-03,54.46
346,b,440,2017-01-03,214.98
346,a,440,2017-01-03,42.51
346,a,440,2017-01-03,31.72
347,b,369,2017-01-08,198.16
348,b,375,2017-02-05,14.53
348,a,375,2017-02-05,28.77
348,c,375,2017-02-05,50.57
348,a,375,2017-02-05,5.15
348,a,375,2017-02-05,163.89
348,a,375,2017-02-05,100.02
349,b,25,2017-02-16,28.22
349,a,25,2017-02-16,12.11
350,a,29,2017-01-10,79.56
350,a,29,2017-01-10,124.9
350,a,29,2017-01-10,89.58
350,a,29,2017-01-10,14.38
351,c,298,2017-03-31,60.2
351,c,298,2017-03-31,201.34
351,b,298,2017-03-31,10.17
352,a,256,2017-02-05,17.25
352,c,256,2017-02-05,30.18
352,b,256,2017-02-05,24.11
353,a,352,2017-04-07,71.94
353,a,352,2017-04-07,13.32
353,c,352,2017-04-07,34.96
353,a,352,2017-04-07,16.99
354,a,299,2017-03-21,96.5
354,a,299,2017-03-21,10.12
354,b,299,2017-03-21,74.08
354,a,299,2017-03-21,103.16
354,c,299,2017-03-21,199.31
355,a,5,2017-04-03,8.81
355,c,5,2017-04-03,90.48
355,c,5,2017-04-03,14.57
355,c,5,2017-04-03,122.62
355,a,5,2017-04-03,224.3
355,b,5,2017-04-03,3.41
356,a,468,2017-01-02,78.96
356,a,468,2017-01-02,92.8
356,a,468,2017-01-02,149.91
356,a,468,2017-01-02,23.69
357,a,59,2017-02-17,5.06
357,a,59,2017-02-17,36.21
357,a,59,2017-02-17,115.58
357,a,59,2017-02-17,83.5
357,c,59,2017-02-17,88.38
357,a,59,2017-02-17,167.18
358,c,286,2017-03-09,64.38
358,c,286,2017-03-09,61.69
358,a,286,2017-03-09,36.97
358,b,286,2017-03-09,16.43
358,a,286,2017-03-09,105
358,c,286,2017-03-09,48.69
358,a,286,2017-03-09,191.4
359,c,176,2017-03-25,53.92
359,b,176,2017-03-25,457.92
359,a,176,2017-03-25,0.2
359,b,176,2017-03-25,4.1
359,a,176,2017-03-25,88.69
360,a,52,2017-01-02,127.48
360,a,52,2017-01-02,33.93
360,a,52,2017-01-02,151.3
360,a,52,2017-01-02,213.48
360,a,52,2017-01-02,104.9
361,b,179,2017-02-27,94.09
361,a,179,2017-02-27,172.62
361,a,179,2017-02-27,47.78
361,b,179,2017-02-27,7.34
361,c,179,2017-02-27,4.72
362,a,274,2017-01-10,65.86
362,b,274,2017-01-10,63.85
362,a,274,2017-01-10,60.71
362,a,274,2017-01-10,48.37
363,b,132,2017-01-20,7.23
363,c,132,2017-01-20,15.67
363,c,132,2017-01-20,205.24
363,c,132,2017-01-20,38.51
363,b,132,2017-01-20,22.61
364,b,398,2017-03-13,36.52
364,a,398,2017-03-13,38.15
364,a,398,2017-03-13,1.75
364,a,398,2017-03-13,14.58
364,a,398,2017-03-13,92.61
364,b,398,2017-03-13,120.73
364,b,398,2017-03-13,74.83
364,c,398,2017-03-13,244.62
365,a,91,2017-03-16,98.08
365,a,91,2017-03-16,191.67
365,c,91,2017-03-16,2.39
365,b,91,2017-03-16,60.59
366,a,115,2017-02-20,85.18
366,b,115,2017-02-20,9.61
366,a,115,2017-02-20,19.06
366,c,115,2017-02-20,124.7
366,b,115,2017-02-20,2.17
366,a,115,2017-02-20,206.09
366,a,115,2017-02-20,38.01
366,a,115,2017-02-20,128.24
367,a,432,2017-03-03,31.23
367,a,432,2017-03-03,68.26
367,c,432,2017-03-03,15.33
367,a,432,2017-03-03,307.14
368,a,378,2017-03-13,320.44
368,a,378,2017-03-13,24.84
368,a,378,2017-03-13,190.3
368,a,378,2017-03-13,56.01
368,c,378,2017-03-13,187.09
368,a,378,2017-03-13,103.38
368,a,378,2017-03-13,27.47
368,b,378,2017-03-13,75.09
369,b,510,2017-01-22,203.98
369,a,510,2017-01-22,12.13
369,b,510,2017-01-22,5.27
369,c,510,2017-01-22,131.57
369,a,510,2017-01-22,123.47
369,b,510,2017-01-22,140.94
369,a,510,2017-01-22,54.26
369,a,510,2017-01-22,14.5
370,a,28,2017-01-10,135.8
371,a,87,2017-02-10,0.55
371,a,87,2017-02-10,82.83
371,b,87,2017-02-10,14.99
371,a,87,2017-02-10,287.07
372,c,394,2017-01-29,50.13
372,a,394,2017-01-29,58.02
373,c,143,2017-02-17,0.73
373,b,143,2017-02-17,12.08
373,c,143,2017-02-17,146.34
373,a,143,2017-02-17,22.62
373,b,143,2017-02-17,32.36
373,a,143,2017-02-17,106.23
373,a,143,2017-02-17,31.08
374,a,444,2017-04-10,112.05
374,a,444,2017-04-10,12.42
374,a,444,2017-04-10,7.35
374,b,444,2017-04-10,264.34
374,a,444,2017-04-10,158.05
374,c,444,2017-04-10,33.4
375,a,4,2017-03-25,245.94
375,b,4,2017-03-25,38.56
375,a,4,2017-03-25,8.69
375,a,4,2017-03-25,75.07
375,a,4,2017-03-25,48.08
375,a,4,2017-03-25,12.29
